timestamp,subscriber_count_Connected_x,subscriber_count_Connected_y,subscriber_count_Connected_x,subscriber_count_Connected_y,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_amf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_amf,total_allocated_memory_globalP_amf,total_allocated_memory_packetP_amf,total_allocated_memory_sessionP_amf,total_allocated_memory_transactionP_amf,chunk_create_count_minus_destroy_count_cm_globalP_amf,chunk_create_count_minus_destroy_count_cm_packetP_amf,chunk_create_count_minus_destroy_count_cm_sessionP_amf,chunk_create_count_minus_destroy_count_cm_transactionP_amf
2024-07-12 08:05:23,1267,0,3,8730,222,4449,2,5,256.0,256.0,256.0,256.0,253,8890,1287,1277
2024-07-12 08:05:24,1272,0,3,8725,223,4466,2,5,256.0,256.0,256.0,256.0,254,8925,1292,1282
2024-07-12 08:05:25,1277,0,3,8720,224,4484,2,5,256.0,256.0,256.0,256.0,255,8960,1297,1287
2024-07-12 08:05:26,1282,0,3,8715,225,4501,2,5,256.0,256.0,256.0,256.0,256,8995,1302,1292
2024-07-12 08:05:27,1287,0,3,8710,226,4519,2,5,256.0,256.0,256.0,256.0,257,9030,1307,1297
2024-07-12 08:05:28,1292,0,3,8705,227,4536,2,5,256.0,256.0,256.0,256.0,258,9065,1312,1302
2024-07-12 08:05:29,1297,0,3,8700,228,4554,2,5,256.0,256.0,256.0,256.0,259,9100,1317,1307
2024-07-12 08:05:30,1302,0,3,8695,228,4571,2,5,256.0,256.0,256.0,256.0,259,9135,1322,1312
2024-07-12 08:05:31,1307,0,3,8690,229,4589,2,5,256.0,256.0,256.0,256.0,260,9170,1327,1317
2024-07-12 08:05:32,1312,0,3,8685,230,4606,2,5,256.0,256.0,256.0,256.0,261,9205,1332,1322
2024-07-12 08:05:33,1317,0,3,8680,231,4624,2,5,256.0,256.0,256.0,256.0,262,9240,1337,1327
2024-07-12 08:05:34,1322,0,3,8675,232,4644,2,5,256.0,256.0,256.0,256.0,263,9275,1342,1332
2024-07-12 08:05:35,1327,0,3,8670,233,4659,2,5,256.0,256.0,256.0,256.0,264,9310,1347,1337
2024-07-12 08:05:36,1332,0,3,8665,234,4677,2,5,256.0,256.0,256.0,256.0,265,9345,1352,1342
2024-07-12 08:05:37,1337,0,3,8660,235,4694,2,5,256.0,256.0,256.0,256.0,266,9380,1357,1347
2024-07-12 08:05:38,1342,0,3,8655,235,4711,2,5,256.0,256.0,256.0,256.0,266,9415,1362,1352
2024-07-12 08:05:39,1347,0,3,8650,236,4729,2,5,256.0,256.0,256.0,256.0,267,9450,1367,1357
2024-07-12 08:05:40,1352,0,3,8645,237,4747,2,5,256.0,256.0,256.0,256.0,268,9485,1372,1362
2024-07-12 08:05:41,1357,0,3,8640,238,4766,2,5,256.0,256.0,256.0,256.0,269,9520,1377,1367
2024-07-12 08:05:42,1362,0,3,8635,239,4782,2,5,256.0,256.0,256.0,256.0,270,9555,1382,1372
2024-07-12 08:05:43,1367,0,3,8630,240,4799,2,5,256.0,256.0,256.0,256.0,271,9590,1387,1377
2024-07-12 08:05:44,1372,0,3,8625,241,4817,2,5,256.0,256.0,256.0,256.0,272,9625,1392,1382
2024-07-12 08:05:45,1377,0,3,8620,242,4837,2,5,256.0,256.0,256.0,256.0,273,9660,1397,1387
2024-07-12 08:05:46,1382,0,3,8615,242,4854,2,5,256.0,256.0,256.0,256.0,273,9695,1402,1392
2024-07-12 08:05:47,1387,0,3,8610,243,4872,2,5,256.0,256.0,256.0,256.0,274,9730,1407,1397
2024-07-12 08:05:48,1392,0,3,8605,244,4889,2,5,256.0,256.0,256.0,256.0,275,9765,1412,1402
2024-07-12 08:05:49,1397,0,3,8600,245,4904,2,5,256.0,256.0,256.0,256.0,276,9800,1417,1407
2024-07-12 08:05:50,1402,0,3,8595,246,4924,2,5,256.0,256.0,256.0,256.0,277,9835,1422,1412
2024-07-12 08:05:51,1407,0,3,8590,247,4939,2,5,256.0,256.0,256.0,256.0,278,9870,1427,1417
2024-07-12 08:05:52,1412,0,3,8585,248,4957,2,5,256.0,256.0,256.0,256.0,279,9905,1432,1422
2024-07-12 08:05:53,1417,0,3,8580,249,4977,2,5,256.0,256.0,256.0,256.0,280,9940,1437,1427
2024-07-12 08:05:54,1422,0,3,8575,249,4992,2,5,256.0,256.0,256.0,256.0,280,9975,1442,1432
2024-07-12 08:05:55,1427,0,3,8570,250,5010,2,5,256.0,256.0,256.0,256.0,281,10010,1447,1437
2024-07-12 08:05:56,1432,0,3,8565,251,5027,2,5,256.0,256.0,256.0,256.0,282,10045,1452,1442
2024-07-12 08:05:57,1437,0,3,8560,252,5047,2,5,256.0,256.0,256.0,256.0,283,10080,1457,1447
2024-07-12 08:05:58,1442,0,3,8555,253,5062,2,5,256.0,256.0,256.0,256.0,284,10115,1462,1452
2024-07-12 08:05:59,1447,0,3,8550,254,5080,2,5,256.0,256.0,256.0,256.0,285,10150,1467,1457
2024-07-12 08:06:00,1452,0,3,8545,255,5097,2,5,256.0,256.0,256.0,256.0,286,10185,1472,1462
2024-07-12 08:06:01,1457,0,3,8540,256,5115,2,5,256.0,256.0,256.0,256.0,287,10220,1477,1467
2024-07-12 08:06:02,1462,0,3,8535,256,5132,2,5,256.0,256.0,256.0,256.0,287,10255,1482,1472
2024-07-12 08:06:03,1467,0,3,8530,257,5150,2,5,256.0,256.0,256.0,256.0,288,10290,1487,1477
2024-07-12 08:06:04,1472,0,3,8525,258,5170,2,5,256.0,256.0,256.0,256.0,289,10325,1492,1482
2024-07-12 08:06:05,1477,0,3,8520,259,5185,2,5,256.0,256.0,256.0,256.0,290,10360,1497,1487
2024-07-12 08:06:06,1482,0,3,8515,260,5202,2,5,256.0,256.0,256.0,256.0,291,10395,1502,1500
2024-07-12 08:06:07,1487,0,3,8510,261,5223,2,5,256.0,256.0,256.0,256.0,292,10430,1507,1497
2024-07-12 08:06:08,1492,0,3,8505,262,5240,2,5,256.0,256.0,256.0,256.0,293,10464,1512,1506
2024-07-12 08:06:09,1497,0,3,8500,263,5258,2,5,256.0,256.0,256.0,256.0,294,10500,1517,1507
2024-07-12 08:06:10,1502,0,3,8495,263,5275,2,5,256.0,256.0,256.0,256.0,294,10535,1522,1520
2024-07-12 08:06:11,1507,0,3,8490,264,5293,2,5,256.0,256.0,256.0,256.0,295,10570,1529,1525
2024-07-12 08:06:12,1512,0,3,8485,265,5311,2,5,256.0,256.0,256.0,256.0,296,10605,1532,1522
2024-07-12 08:06:13,1517,0,3,8480,266,5325,2,5,256.0,256.0,256.0,256.0,297,10640,1537,1527
2024-07-12 08:06:14,1522,0,3,8475,267,5343,2,5,256.0,256.0,256.0,256.0,298,10675,1542,1532
2024-07-12 08:06:15,1527,0,3,8470,268,5360,2,5,256.0,256.0,256.0,256.0,299,10710,1547,1537
2024-07-12 08:06:16,1532,0,3,8465,269,5378,2,5,256.0,256.0,256.0,256.0,300,10745,1552,1542
2024-07-12 08:06:17,1537,0,3,8460,270,5395,2,5,256.0,256.0,256.0,256.0,301,10780,1557,1547
2024-07-12 08:06:18,1542,0,3,8455,270,5413,2,5,256.0,256.0,256.0,256.0,301,10815,1562,1552
2024-07-12 08:06:19,1547,0,3,8450,271,5430,2,5,256.0,256.0,256.0,256.0,302,10850,1567,1557
2024-07-12 08:06:20,1552,0,3,8445,272,5448,2,5,256.0,256.0,256.0,256.0,303,10885,1572,1562
2024-07-12 08:06:21,1557,0,3,8440,273,5465,2,5,256.0,256.0,256.0,256.0,304,10920,1577,1567
2024-07-12 08:06:22,1562,0,3,8435,274,5483,2,5,256.0,256.0,256.0,256.0,305,10955,1582,1572
2024-07-12 08:06:23,1567,0,3,8430,275,5500,2,5,256.0,256.0,256.0,256.0,306,10990,1587,1577
2024-07-12 08:06:24,1572,0,3,8425,276,5518,2,5,256.0,256.0,256.0,256.0,307,11025,1592,1582
2024-07-12 08:06:25,1577,0,3,8420,277,5535,2,5,256.0,256.0,256.0,256.0,308,11060,1597,1595
2024-07-12 08:06:26,1582,0,3,8415,277,5556,2,5,256.0,256.0,256.0,256.0,308,11095,1602,1600
2024-07-12 08:06:27,1587,0,3,8410,278,5574,2,5,256.0,256.0,256.0,256.0,309,11130,1607,1605
2024-07-12 08:06:28,1592,0,3,8405,279,5591,2,5,256.0,256.0,256.0,256.0,310,11165,1612,1602
2024-07-12 08:06:29,1597,0,3,8400,280,5606,2,5,256.0,256.0,256.0,256.0,311,11200,1617,1615
2024-07-12 08:06:30,1602,0,3,8395,281,5626,2,5,256.0,256.0,256.0,256.0,312,11234,1622,1624
2024-07-12 08:06:31,1607,0,3,8390,282,5645,2,5,256.0,256.0,256.0,256.0,313,11270,1627,1625
2024-07-12 08:06:32,1612,0,3,8385,283,5661,2,5,256.0,256.0,256.0,256.0,314,11305,1632,1630
2024-07-12 08:06:33,1617,0,3,8380,283,5679,2,5,256.0,256.0,256.0,256.0,314,11340,1637,1627
2024-07-12 08:06:34,1622,0,3,8375,284,5693,2,5,256.0,256.0,256.0,256.0,315,11375,1642,1640
2024-07-12 08:06:35,1627,0,3,8370,285,5714,2,5,256.0,256.0,256.0,256.0,316,11410,1647,1637
2024-07-12 08:06:36,1632,0,3,8365,286,5728,2,5,256.0,256.0,256.0,256.0,317,11445,1652,1642
2024-07-12 08:06:37,1637,0,3,8360,287,5746,2,5,256.0,256.0,256.0,256.0,318,11480,1657,1647
2024-07-12 08:06:38,1642,0,3,8355,288,5763,2,5,256.0,256.0,256.0,256.0,319,11515,1662,1652
2024-07-12 08:06:39,1647,0,3,8350,289,5781,2,5,256.0,256.0,256.0,256.0,320,11550,1667,1657
2024-07-12 08:06:40,1652,0,3,8345,290,5798,2,5,256.0,256.0,256.0,256.0,321,11585,1672,1662
2024-07-12 08:06:41,1657,0,3,8340,290,5816,2,5,256.0,256.0,256.0,256.0,321,11620,1677,1675
2024-07-12 08:06:42,1662,0,3,8335,291,5837,2,5,256.0,256.0,256.0,256.0,322,11655,1682,1672
2024-07-12 08:06:43,1667,0,3,8330,292,5851,2,5,256.0,256.0,256.0,256.0,323,11690,1687,1677
2024-07-12 08:06:44,1672,0,3,8325,293,5869,2,5,256.0,256.0,256.0,256.0,324,11725,1692,1682
2024-07-12 08:06:45,1677,0,3,8320,294,5886,2,5,256.0,256.0,256.0,256.0,325,11760,1697,1687
2024-07-12 08:06:46,1682,0,3,8315,295,5904,2,5,256.0,256.0,256.0,256.0,326,11795,1702,1692
2024-07-12 08:06:47,1687,0,3,8310,296,5921,2,5,256.0,256.0,256.0,256.0,327,11829,1707,1701
2024-07-12 08:06:48,1692,0,3,8305,297,5940,2,5,256.0,256.0,256.0,256.0,328,11865,1712,1702
2024-07-12 08:06:49,1696,0,4,8300,297,5956,2,5,256.0,256.0,256.0,256.0,328,11900,1719,1715
2024-07-12 08:06:50,1701,0,4,8295,298,5977,2,5,256.0,256.0,256.0,256.0,329,11934,1724,1724
2024-07-12 08:06:51,1706,0,4,8290,299,5995,2,5,256.0,256.0,256.0,256.0,330,11970,1729,1725
2024-07-12 08:06:52,1712,0,3,8285,300,6012,2,5,256.0,256.0,256.0,256.0,331,12004,1734,1734
2024-07-12 08:06:53,1717,0,3,8280,301,6030,2,5,256.0,256.0,256.0,256.0,332,12040,1739,1735
2024-07-12 08:06:54,1722,0,3,8275,302,6047,2,5,256.0,256.0,256.0,256.0,333,12074,1744,1744
2024-07-12 08:06:55,1727,0,3,8270,303,6065,2,5,256.0,256.0,256.0,256.0,334,12110,1749,1745
2024-07-12 08:06:56,1732,0,3,8265,304,6082,2,5,256.0,256.0,256.0,256.0,335,12145,1752,1742
2024-07-12 08:06:57,1737,0,3,8260,304,6097,2,5,256.0,256.0,256.0,256.0,335,12179,1757,1751
2024-07-12 08:06:58,1742,0,3,8255,305,6115,2,5,256.0,256.0,256.0,256.0,336,12214,1762,1756
2024-07-12 08:06:59,1747,0,3,8250,306,6132,2,5,256.0,256.0,256.0,256.0,337,12250,1769,1765
2024-07-12 08:07:00,1751,0,4,8245,307,6152,2,5,256.0,256.0,256.0,256.0,338,12284,1774,1774
2024-07-12 08:07:01,1756,0,4,8240,308,6171,2,5,256.0,256.0,256.0,256.0,339,12319,1779,1779
2024-07-12 08:07:02,1762,0,3,8235,309,6188,2,5,256.0,256.0,256.0,256.0,340,12355,1782,1772
2024-07-12 08:07:03,1767,0,3,8230,310,6202,2,5,256.0,256.0,256.0,256.0,341,12390,1787,1777
2024-07-12 08:07:04,1772,0,3,8225,310,6219,2,5,256.0,256.0,256.0,256.0,341,12424,1792,1786
2024-07-12 08:07:05,1776,0,4,8220,311,6238,2,5,256.0,256.0,256.0,256.0,342,12460,1799,1795
2024-07-12 08:07:06,1782,0,3,8215,312,6257,2,5,256.0,256.0,256.0,256.0,343,12495,1802,1792
2024-07-12 08:07:07,1786,0,4,8210,313,6272,2,5,256.0,256.0,256.0,256.0,344,12529,1809,1809
2024-07-12 08:07:08,1791,0,4,8205,314,6293,2,5,256.0,256.0,256.0,256.0,345,12565,1814,1810
2024-07-12 08:07:09,1796,0,4,8200,315,6310,2,5,256.0,256.0,256.0,256.0,346,12599,1819,1819
2024-07-12 08:07:10,1801,0,4,8195,316,6328,2,5,256.0,256.0,256.0,256.0,347,12634,1824,1824
2024-07-12 08:07:11,1807,0,3,8190,317,6345,2,5,256.0,256.0,256.0,256.0,348,12670,1827,1817
2024-07-12 08:07:12,1812,0,3,8185,318,6359,2,5,256.0,256.0,256.0,256.0,349,12705,1832,1822
2024-07-12 08:07:13,1817,0,3,8180,318,6377,2,5,256.0,256.0,256.0,256.0,349,12740,1837,1827
2024-07-12 08:07:14,1822,0,3,8175,319,6395,2,5,256.0,256.0,256.0,256.0,350,12775,1844,1840
2024-07-12 08:07:15,1827,0,3,8170,320,6415,2,5,256.0,256.0,256.0,256.0,351,12810,1847,1837
2024-07-12 08:07:16,1832,0,3,8165,321,6430,2,5,256.0,256.0,256.0,256.0,352,12845,1852,1842
2024-07-12 08:07:17,1837,0,3,8160,322,6447,2,5,256.0,256.0,256.0,256.0,353,12880,1857,1847
2024-07-12 08:07:18,1841,0,4,8155,323,6465,2,5,256.0,256.0,256.0,256.0,354,12915,1864,1860
2024-07-12 08:07:19,1846,0,4,8150,324,6485,2,5,256.0,256.0,256.0,256.0,355,12950,1869,1865
2024-07-12 08:07:20,1851,0,4,8145,325,6503,2,5,256.0,256.0,256.0,256.0,356,12985,1874,1870
2024-07-12 08:07:21,1856,0,5,8139,325,6520,2,5,256.0,256.0,256.0,256.0,356,13020,1879,1875
2024-07-12 08:07:22,1861,0,4,8135,326,6538,2,5,256.0,256.0,256.0,256.0,357,13055,1884,1880
2024-07-12 08:07:23,1866,0,4,8130,327,6555,2,5,256.0,256.0,256.0,256.0,358,13090,1889,1885
2024-07-12 08:07:24,1872,0,3,8125,328,6573,2,5,256.0,256.0,256.0,256.0,359,13124,1892,1883
2024-07-12 08:07:25,1877,0,3,8120,329,6588,2,5,256.0,256.0,256.0,256.0,360,13160,1897,1887
2024-07-12 08:07:26,1881,0,4,8115,330,6605,2,5,256.0,256.0,256.0,256.0,361,13195,1904,1900
2024-07-12 08:07:27,1886,0,4,8110,331,6625,2,5,256.0,256.0,256.0,256.0,362,13230,1909,1905
2024-07-12 08:07:28,1891,0,4,8105,332,6643,2,5,256.0,256.0,256.0,256.0,363,13265,1914,1910
2024-07-12 08:07:29,1897,0,3,8100,332,6661,2,5,256.0,256.0,256.0,256.0,363,13299,1919,1919
2024-07-12 08:07:30,1902,0,4,8094,333,6678,2,5,256.0,256.0,256.0,256.0,364,13335,1922,1912
2024-07-12 08:07:31,1905,0,5,8090,334,6695,2,5,256.0,256.0,256.0,256.0,365,13370,1929,1925
2024-07-12 08:07:32,1911,0,4,8085,335,6713,2,5,256.0,256.0,256.0,256.0,366,13405,1932,1922
2024-07-12 08:07:33,1915,0,5,8080,336,6728,2,5,256.0,256.0,256.0,256.0,367,13440,1939,1935
2024-07-12 08:07:34,1920,0,5,8075,337,6748,2,5,256.0,256.0,256.0,256.0,368,13475,1944,1940
2024-07-12 08:07:35,1925,0,5,8070,338,6766,2,5,256.0,256.0,256.0,256.0,369,13510,1949,1945
2024-07-12 08:07:36,1931,0,4,8065,338,6783,2,5,256.0,256.0,256.0,256.0,369,13545,1952,1942
2024-07-12 08:07:37,1935,0,5,8060,339,6798,2,5,256.0,256.0,256.0,256.0,370,13580,1959,1955
2024-07-12 08:07:38,1940,0,5,8055,340,6818,2,5,256.0,256.0,256.0,256.0,371,13615,1964,1960
2024-07-12 08:07:39,1945,0,5,8050,341,6836,2,5,256.0,256.0,256.0,256.0,372,13650,1969,1965
2024-07-12 08:07:40,1950,0,5,8045,342,6853,2,5,256.0,256.0,256.0,256.0,373,13685,1974,1974
2024-07-12 08:07:41,1955,0,5,8040,343,6872,2,5,256.0,256.0,256.0,256.0,374,13719,1979,1979
2024-07-12 08:07:42,1960,0,5,8035,344,6889,2,5,256.0,256.0,256.0,256.0,375,13755,1984,1980
2024-07-12 08:07:43,1965,0,5,8030,345,6906,2,5,256.0,256.0,256.0,256.0,376,13789,1989,1989
2024-07-12 08:07:44,1971,0,4,8025,345,6924,2,5,256.0,256.0,256.0,256.0,376,13825,1992,1982
2024-07-12 08:07:45,1975,0,5,8020,346,6938,2,5,256.0,256.0,256.0,256.0,377,13860,1999,1995
2024-07-12 08:07:46,1980,0,5,8015,347,6958,2,5,256.0,256.0,256.0,256.0,378,13895,2004,2000
2024-07-12 08:07:47,1985,0,5,8010,348,6976,2,5,256.0,256.0,256.0,256.0,379,13929,2009,2009
2024-07-12 08:07:48,1990,0,5,8005,349,6994,2,5,256.0,256.0,256.0,256.0,380,13964,2014,2014
2024-07-12 08:07:49,1992,0,8,7999,350,7012,2,5,256.0,256.0,256.0,256.0,381,13997,2019,2041
2024-07-12 08:07:50,1992,0,14,7994,351,7035,2,5,256.0,256.0,256.0,256.0,382,14039,2026,2022
2024-07-12 08:07:51,1992,0,18,7990,351,7048,2,5,256.0,256.0,256.0,256.0,382,14063,2030,2026
2024-07-12 08:07:52,1992,0,23,7985,352,7064,2,5,256.0,256.0,256.0,256.0,383,14087,2034,2030
2024-07-12 08:07:53,1992,0,28,7980,352,7074,2,5,256.0,256.0,256.0,256.0,383,14117,2037,2027
2024-07-12 08:07:54,1992,0,33,7975,353,7085,2,5,256.0,256.0,256.0,256.0,384,14147,2042,2032
2024-07-12 08:07:55,1992,0,38,7970,353,7100,2,5,256.0,256.0,256.0,256.0,384,14177,2049,2045
2024-07-12 08:07:56,1992,0,43,7965,354,7118,2,5,256.0,256.0,256.0,256.0,385,14207,2054,2050
2024-07-12 08:07:57,1992,0,48,7960,355,7133,2,5,256.0,256.0,256.0,256.0,386,14237,2059,2055
2024-07-12 08:07:58,1992,0,53,7955,355,7148,2,5,256.0,256.0,256.0,256.0,386,14267,2064,2060
2024-07-12 08:07:59,1992,0,58,7950,356,7163,2,5,256.0,256.0,256.0,256.0,387,14297,2069,2065
2024-07-12 08:08:00,1992,0,63,7945,357,7179,2,5,256.0,256.0,256.0,256.0,388,14327,2074,2070
2024-07-12 08:08:01,1992,0,68,7940,357,7194,2,5,256.0,256.0,256.0,256.0,388,14357,2079,2075
2024-07-12 08:08:02,1992,0,73,7935,358,7209,2,5,256.0,256.0,256.0,256.0,389,14387,2084,2080
2024-07-12 08:08:03,1992,0,78,7930,359,7224,2,5,256.0,256.0,256.0,256.0,390,14417,2087,2077
2024-07-12 08:08:04,1992,0,83,7925,359,7236,2,5,256.0,256.0,256.0,256.0,390,14447,2094,2090
2024-07-12 08:08:05,1992,0,88,7920,360,7254,2,5,256.0,256.0,256.0,256.0,391,14477,2099,2095
2024-07-12 08:08:06,1992,0,93,7915,360,7270,2,5,256.0,256.0,256.0,256.0,391,14507,2104,2100
2024-07-12 08:08:07,1992,0,98,7910,361,7285,2,5,256.0,256.0,256.0,256.0,392,14537,2109,2105
2024-07-12 08:08:08,1992,0,103,7905,362,7300,2,5,256.0,256.0,256.0,256.0,393,14567,2114,2110
2024-07-12 08:08:09,1992,0,108,7900,362,7315,2,5,256.0,256.0,256.0,256.0,393,14597,2119,2115
2024-07-12 08:08:10,1992,0,113,7895,363,7330,2,5,256.0,256.0,256.0,256.0,394,14627,2124,2120
2024-07-12 08:08:11,1992,0,118,7890,364,7345,2,5,256.0,256.0,256.0,256.0,395,14657,2129,2125
2024-07-12 08:08:12,1992,0,123,7885,364,7360,2,5,256.0,256.0,256.0,256.0,395,14687,2134,2130
2024-07-12 08:08:13,1992,0,128,7880,365,7376,2,5,256.0,256.0,256.0,256.0,396,14717,2139,2135
2024-07-12 08:08:14,1992,0,133,7875,366,7391,2,5,256.0,256.0,256.0,256.0,397,14747,2144,2140
2024-07-12 08:08:15,1992,0,138,7870,366,7406,2,5,256.0,256.0,256.0,256.0,397,14777,2149,2145
2024-07-12 08:08:16,1992,0,143,7865,367,7421,2,5,256.0,256.0,256.0,256.0,398,14807,2154,2150
2024-07-12 08:08:17,1992,0,148,7860,367,7436,2,5,256.0,256.0,256.0,256.0,398,14837,2157,2147
2024-07-12 08:08:18,1992,0,153,7855,368,7448,2,5,256.0,256.0,256.0,256.0,399,14867,2164,2160
2024-07-12 08:08:19,1992,0,158,7850,369,7467,2,5,256.0,256.0,256.0,256.0,400,14897,2169,2165
2024-07-12 08:08:20,1992,0,163,7845,369,7482,2,5,256.0,256.0,256.0,256.0,400,14927,2174,2170
2024-07-12 08:08:21,1992,0,168,7840,370,7497,2,5,256.0,256.0,256.0,256.0,401,14957,2179,2175
2024-07-12 08:08:22,1992,0,173,7835,371,7512,2,5,256.0,256.0,256.0,256.0,402,14987,2182,2172
2024-07-12 08:08:23,1992,0,178,7830,371,7524,2,5,256.0,256.0,256.0,256.0,402,15017,2189,2185
2024-07-12 08:08:24,1992,0,183,7825,372,7542,2,5,256.0,256.0,256.0,256.0,403,15047,2194,2190
2024-07-12 08:08:25,1992,0,188,7820,373,7557,2,5,256.0,256.0,256.0,256.0,404,15077,2199,2195
2024-07-12 08:08:26,1992,0,193,7815,373,7573,2,5,256.0,256.0,256.0,256.0,404,15107,2204,2200
2024-07-12 08:08:27,1992,0,198,7810,374,7588,2,5,256.0,256.0,256.0,256.0,405,15137,2207,2197
2024-07-12 08:08:28,1992,0,203,7805,374,7600,2,5,256.0,256.0,256.0,256.0,405,15167,2212,2202
2024-07-12 08:08:29,1992,0,208,7800,375,7615,2,5,256.0,256.0,256.0,256.0,406,15197,2217,2207
2024-07-12 08:08:30,1992,0,213,7795,376,7630,2,5,256.0,256.0,256.0,256.0,407,15227,2222,2212
2024-07-12 08:08:31,1992,0,218,7790,376,7645,2,5,256.0,256.0,256.0,256.0,407,15257,2229,2225
2024-07-12 08:08:32,1992,0,223,7785,377,7663,2,5,256.0,256.0,256.0,256.0,408,15287,2232,2222
2024-07-12 08:08:33,1992,0,228,7780,378,7676,2,5,256.0,256.0,256.0,256.0,409,15317,2239,2235
2024-07-12 08:08:34,1992,0,233,7775,378,7694,2,5,256.0,256.0,256.0,256.0,409,15347,2244,2240
2024-07-12 08:08:35,1992,0,238,7770,379,7709,2,5,256.0,256.0,256.0,256.0,410,15377,2249,2245
2024-07-12 08:08:36,1992,0,243,7765,380,7724,2,5,256.0,256.0,256.0,256.0,411,15407,2254,2250
2024-07-12 08:08:37,1992,0,248,7760,380,7739,2,5,256.0,256.0,256.0,256.0,411,15437,2259,2255
2024-07-12 08:08:38,1992,0,253,7755,381,7754,2,5,256.0,256.0,256.0,256.0,412,15467,2264,2260
2024-07-12 08:08:39,1992,0,258,7750,381,7770,2,5,256.0,256.0,256.0,256.0,412,15497,2267,2257
2024-07-12 08:08:40,1992,0,263,7745,382,7782,2,5,256.0,256.0,256.0,256.0,413,15527,2274,2270
2024-07-12 08:08:41,1992,0,268,7740,383,7800,2,5,256.0,256.0,256.0,256.0,414,15557,2277,2267
2024-07-12 08:08:42,1992,0,273,7735,383,7812,2,5,256.0,256.0,256.0,256.0,414,15587,2284,2280
2024-07-12 08:08:43,1992,0,278,7730,384,7830,2,5,256.0,256.0,256.0,256.0,415,15617,2289,2285
2024-07-12 08:08:44,1992,0,283,7725,385,7845,2,5,256.0,256.0,256.0,256.0,416,15647,2294,2290
2024-07-12 08:08:45,1992,0,288,7720,385,7860,2,5,256.0,256.0,256.0,256.0,416,15677,2297,2287
2024-07-12 08:08:46,1992,0,293,7715,386,7873,2,5,256.0,256.0,256.0,256.0,417,15707,2304,2300
2024-07-12 08:08:47,1992,0,298,7710,386,7891,2,5,256.0,256.0,256.0,256.0,417,15737,2307,2297
2024-07-12 08:08:48,1992,0,303,7705,387,7903,2,5,256.0,256.0,256.0,256.0,418,15767,2312,2302
2024-07-12 08:08:49,1992,0,308,7700,388,7918,2,5,256.0,256.0,256.0,256.0,419,15797,2317,2307
2024-07-12 08:08:50,1992,0,313,7695,388,7933,2,5,256.0,256.0,256.0,256.0,419,15827,2322,2312
2024-07-12 08:08:51,1992,0,318,7690,389,7948,2,5,256.0,256.0,256.0,256.0,420,15857,2327,2317
2024-07-12 08:08:52,1992,0,323,7685,390,7963,2,5,256.0,256.0,256.0,256.0,421,15887,2332,2322
2024-07-12 08:08:53,1992,0,328,7680,390,7979,2,5,256.0,256.0,256.0,256.0,421,15917,2339,2335
2024-07-12 08:08:54,1992,0,333,7675,391,7997,2,5,256.0,256.0,256.0,256.0,422,15947,2342,2332
2024-07-12 08:08:55,1992,0,338,7670,392,8009,2,5,256.0,256.0,256.0,256.0,423,15977,2349,2345
2024-07-12 08:08:56,1992,0,343,7665,392,8027,2,5,256.0,256.0,256.0,256.0,423,16007,2354,2350
2024-07-12 08:08:57,1992,0,348,7660,393,8042,2,5,256.0,256.0,256.0,256.0,424,16037,2359,2355
2024-07-12 08:08:58,1992,0,353,7655,393,8057,2,5,256.0,256.0,256.0,256.0,424,16067,2362,2352
2024-07-12 08:08:59,1992,0,358,7650,394,8069,2,5,256.0,256.0,256.0,256.0,425,16097,2367,2357
2024-07-12 08:09:00,1992,0,363,7645,395,8085,2,5,256.0,256.0,256.0,256.0,426,16127,2372,2362
2024-07-12 08:09:01,1992,0,368,7640,395,8100,2,5,256.0,256.0,256.0,256.0,426,16157,2377,2367
2024-07-12 08:09:02,1992,0,373,7635,396,8115,2,5,256.0,256.0,256.0,256.0,427,16187,2382,2372
2024-07-12 08:09:03,1992,0,378,7630,397,8130,2,5,256.0,256.0,256.0,256.0,428,16217,2387,2377
2024-07-12 08:09:04,1992,0,383,7625,397,8145,2,5,256.0,256.0,256.0,256.0,428,16247,2392,2382
2024-07-12 08:09:05,1992,0,388,7620,398,8160,2,5,256.0,256.0,256.0,256.0,429,16277,2397,2387
2024-07-12 08:09:06,1992,0,393,7615,399,8176,2,5,256.0,256.0,256.0,256.0,430,16307,2402,2392
2024-07-12 08:09:07,1992,0,398,7610,399,8191,2,5,256.0,256.0,256.0,256.0,430,16337,2407,2397
2024-07-12 08:09:08,1992,0,403,7605,400,8206,2,5,256.0,256.0,256.0,256.0,431,16367,2412,2402
2024-07-12 08:09:09,1992,0,408,7600,400,8221,2,5,256.0,256.0,256.0,256.0,431,16397,2417,2407
2024-07-12 08:09:10,1992,0,413,7595,401,8236,2,5,256.0,256.0,256.0,256.0,432,16427,2422,2412
2024-07-12 08:09:11,1992,0,418,7590,402,8251,2,5,256.0,256.0,256.0,256.0,433,16457,2427,2417
2024-07-12 08:09:12,1992,0,423,7585,402,8269,2,5,256.0,256.0,256.0,256.0,433,16487,2434,2430
